word_norm,word_original,num_entries,num_definitions
aspersorium,Aspersorium,2,2
asphaltum,Asphaltum,2,2
aspirant,Aspirant,2,2
aspirated,Aspirated,2,2
aspirator,Aspirator,2,2
aspiring,Aspiring,2,2
ass,Ass,2,2
assailant,Assailant,2,2
assamese,Assamese,2,2
assassin,Assassin,2,2
assaying,Assaying,2,2
assemblage,Assemblage,2,2
assemblance,Assemblance,2,2
assent,Assent,2,2
assenting,Assenting,2,2
assertion,Assertion,2,2
assiduity,Assiduity,2,2
assiduous,Assiduous,2,2
assiege,Assiege,2,2
assignee,Assignee,2,2
assimilation,Assimilation,2,2
assimulate,Assimulate,2,2
associated,Associated,2,2
associational,Associational,2,2
assoilment,Assoilment,2,2
assonant,Assonant,2,2
assorted,Assorted,2,2
assot,Assot,2,2
assuage,Assuage,2,2
assuming,Assuming,2,2
assumpsit,Assumpsit,2,2
assumpt,Assumpt,2,2
assurer,Assurer,2,2
assurgent,Assurgent,2,2
assuring,Assuring,2,2
assyrian,Assyrian,2,2
aster,Aster,2,2
asteridian,Asteridian,2,2
astern,Astern,2,2
astert,Astert,2,2
asthmatic,Asthmatic,2,2
astonied,Astonied,2,2
astonish,Astonish,2,2
astonishing,Astonishing,2,2
astounding,Astounding,2,2
astraean,Astraean,2,2
astragal,Astragal,2,2
astragalus,Astragalus,2,2
astrakhan,Astrakhan,2,2
astrictive,Astrictive,2,2
astringe,Astringe,2,2
astrolabe,Astrolabe,2,2
astrologer,Astrologer,2,2
astronomer,Astronomer,2,2
astrut,Astrut,2,2
asturian,Asturian,2,2
asymmetrical,Asymmetrical,2,2
asymmetry,Asymmetry,2,2
atavism,Atavism,2,2
atellan,Atellan,2,2
atheism,Atheism,2,2
atheist,Atheist,2,2
atheistical,Atheistical,2,2
atheize,Atheize,2,2
athenian,Athenian,2,2
atheous,Atheous,2,2
atheroma,Atheroma,2,2
athirst,Athirst,2,2
athletic,Athletic,2,2
atilt,Atilt,2,2
atlantal,Atlantal,2,2
atlantean,Atlantean,2,2
atomical,Atomical,2,2
atomization,Atomization,2,2
atomy,Atomy,2,2
atonement,Atonement,2,2
atrabilarian,Atrabilarian,2,2
atrabiliary,Atrabiliary,2,2
atrocity,Atrocity,2,2
atrophied,Atrophied,2,2
attainable,Attainable,2,2
attainder,Attainder,2,2
attainment,Attainment,2,2
attame,Attame,2,2
attemperate,Attemperate,2,2
attempter,Attempter,2,2
attent,Attent,2,2
attention,Attention,2,2
attentive,Attentive,2,2
attenuant,Attenuant,2,2
attercop,Attercop,2,2
atticism,Atticism,2,2
attired,Attired,2,2
attorn,Attorn,2,2
attracting,Attracting,2,2
attrap,Attrap,2,2
attribution,Attribution,2,2
attributive,Attributive,2,2
attrite,Attrite,2,2
attune,Attune,2,2
auburn,Auburn,2,2
auctioneer,Auctioneer,2,2
audacity,Audacity,2,2
audible,Audible,2,2
audient,Audient,2,2
augean,Augean,2,2
auger,Auger,2,2
augmentative,Augmentative,2,2
augurate,Augurate,2,2
august,August,2,2
augustan,Augustan,2,2
aularian,Aularian,2,2
aulic,Aulic,2,2
aura,Aura,2,2
aural,Aural,2,2
aurelia,Aurelia,2,2
aurelian,Aurelian,2,2
auric,Auric,2,2
aurous,Aurous,2,2
auscultation,Auscultation,2,2
auspice,Auspice,2,2
austereness,Austereness,2,2
australasian,Australasian,2,2
australian,Australian,2,2
austrian,Austrian,2,2
authenticate,Authenticate,2,2
authenticity,Authenticity,2,2
authoritative,Authoritative,2,2
authorship,Authorship,2,2
autochthon,Autochthon,2,2
autocrat,Autocrat,2,2
autogenous,Autogenous,2,2
autograph,Autograph,2,2
autographical,Autographical,2,2
autography,Autography,2,2
automaton,Automaton,2,2
autonomous,Autonomous,2,2
autonomy,Autonomy,2,2
autopsy,Autopsy,2,2
autotheism,Autotheism,2,2
autotype,Autotype,2,2
autumnal,Autumnal,2,2
auxiliar,Auxiliar,2,2
availability,Availability,2,2
available,Available,2,2
availableness,Availableness,2,2
avarice,Avarice,2,2
avatar,Avatar,2,2
ave,Ave,2,2
ave mary,Ave Mary,2,2
avenger,Avenger,2,2
aventine,Aventine,2,2
aventure,Aventure,2,2
aventurine,Aventurine,2,2
averruncate,Averruncate,2,2
averruncation,Averruncation,2,2
aversely,Aversely,2,2
avert,Avert,2,2
averted,Averted,2,2
aviator,Aviator,2,2
aviso,Aviso,2,2
avocative,Avocative,2,2
avoidable,Avoidable,2,2
avoider,Avoider,2,2
avowance,Avowance,2,2
avowed,Avowed,2,2
avowry,Avowry,2,2
awaken,Awaken,2,2
aware,Aware,2,2
awesome,Awesome,2,2
awfully,Awfully,2,2
awfulness,Awfulness,2,2
awing,Awing,2,2
awkly,Awkly,2,2
awl-shaped,Awl-shaped,2,2
awless,Awless,2,2
awning,Awning,2,2
awry,Awry,2,2
ax,Ax,2,2
axial,Axial,2,2
axilla,Axilla,2,2
axillary,Axillary,2,2
axiom,Axiom,2,2
axle box,Axle box,2,2
axletree,Axletree,2,2
aye,Aye,2,2
azedarach,Azedarach,2,2
azimuth,Azimuth,2,2
azorian,Azorian,2,2
azoth,Azoth,2,2
aztec,Aztec,2,2
azurine,Azurine,2,2
baa,Baa,2,2
baal,Baal,2,2
babe,Babe,2,2
babel,Babel,2,2
babyism,Babyism,2,2
babylonical,Babylonical,2,2
bac,Bac,2,2
baccated,Baccated,2,2
bacchanalia,Bacchanalia,2,2
bacchanalian,Bacchanalian,2,2
bacchante,Bacchante,2,2
bacchantes,Bacchantes,2,2
backbite,Backbite,2,2
backed,Backed,2,2
backgammon,Backgammon,2,2
backstay,Backstay,2,2
backstitch,Backstitch,2,2
backsword,Backsword,2,2
backwardly,Backwardly,2,2
bacteria,Bacteria,2,2
bactrian,Bactrian,2,2
bade,Bade,2,2
badgerer,Badgerer,2,2
badminton,Badminton,2,2
baffling,Baffling,2,2
bagatelle,Bagatelle,2,2
bagnio,Bagnio,2,2
bagpipe,Bagpipe,2,2
baguette,Baguette,2,2
bail bond,Bail bond,2,2
baillie,Baillie,2,2
bailment,Bailment,2,2
baker,Baker,2,2
bakery,Bakery,2,2
balancer,Balancer,2,2
balcony,Balcony,2,2
baldhead,Baldhead,2,2
baleful,Baleful,2,2
balker,Balker,2,2
ballasting,Ballasting,2,2
ballistic,Ballistic,2,2
ballooning,Ballooning,2,2
balmoral,Balmoral,2,2
balsamation,Balsamation,2,2
bam,Bam,2,2
bambino,Bambino,2,2
bamboo,Bamboo,2,2
bandana,Bandana,2,2
bandicoot,Bandicoot,2,2
bandolier,Bandolier,2,2
banging,Banging,2,2
bangle,Bangle,2,2
bank bill,Bank bill,2,2
banking,Banking,2,2
banquette,Banquette,2,2
baptist,Baptist,2,2
baptistry,Baptistry,2,2
barbacan,Barbacan,2,2
barbadian,Barbadian,2,2
barbaic,Barbaic,2,2
barber,Barber,2,2
barbule,Barbule,2,2
barcarolle,Barcarolle,2,2
barded,Barded,2,2
barefaced,Barefaced,2,2
baric,Baric,2,2
barking irons,Barking irons,2,2
barleycorn,Barleycorn,2,2
barm,Barm,2,2
baron,Baron,2,2
baronetage,Baronetage,2,2
barony,Barony,2,2
barque,Barque,2,2
barracouata,Barracouata,2,2
barreled,Barreled,2,2
barrelled,Barrelled,2,2
barton,Barton,2,2
basalt,Basalt,2,2
base-court,Base-court,2,2
baseball,Baseball,2,2
basely,Basely,2,2
bashful,Bashful,2,2
basicity,Basicity,2,2
basilary,Basilary,2,2
basilical,Basilical,2,2
basioccipital,Basioccipital,2,2
basisphenoid,Basisphenoid,2,2
bask,Bask,2,2
basseting,Basseting,2,2
bassinet,Bassinet,2,2
bast,Bast,2,2
bastardize,Bastardize,2,2
bastardly,Bastardly,2,2
bastardy,Bastardy,2,2
bastile bastille,Bastile Bastille,2,2
baston,Baston,2,2
batardeau,Batardeau,2,2
batavian,Batavian,2,2
batch,Batch,2,2
bated,Bated,2,2
bathing,Bathing,2,2
bating,Bating,2,2
batman,Batman,2,2
baton,Baton,2,2
batrachian,Batrachian,2,2
batta,Batta,2,2
battailant,Battailant,2,2
battalia,Battalia,2,2
battening,Battening,2,2
battering-ram,Battering-ram,2,2
battled,Battled,2,2
battledoor,Battledoor,2,2
battlement,Battlement,2,2
bauble,Bauble,2,2
bavarian,Bavarian,2,2
bavin,Bavin,2,2
bawd,Bawd,2,2
bawdy,Bawdy,2,2
bawn,Bawn,2,2
bawson,Bawson,2,2
bayard,Bayard,2,2
bayed,Bayed,2,2
bdellium,Bdellium,2,2
bead proof,Bead proof,2,2
beagle,Beagle,2,2
beaked,Beaked,2,2
beaker,Beaker,2,2
beakhead,Beakhead,2,2
beamed,Beamed,2,2
beaming,Beaming,2,2
beamless,Beamless,2,2
bean,Bean,2,2
bearded,Bearded,2,2
beardless,Beardless,2,2
beater,Beater,2,2
beau,Beau,2,2
beaupere,Beaupere,2,2
beautify,Beautify,2,2
becalm,Becalm,2,2
became,Became,2,2
because,Because,2,2
bechance,Bechance,2,2
bechic,Bechic,2,2
becket,Becket,2,2
beckon,Beckon,2,2
bed screw,Bed screw,2,2
bedded,Bedded,2,2
bede,Bede,2,2
bedevil,Bedevil,2,2
bedight,Bedight,2,2
bedouin,Bedouin,2,2
bedpan,Bedpan,2,2
bedpost,Bedpost,2,2
bedroom,Bedroom,2,2
bedstraw,Bedstraw,2,2
bee-eater,Bee-eater,2,2
been,Been,2,2
beer,Beer,2,2
beet,Beet,2,2
beetlehead,Beetlehead,2,2
befall,Befall,2,2
befitting,Befitting,2,2
befog,Befog,2,2
befool,Befool,2,2
befoul,Befoul,2,2
begird,Begird,2,2
begirt,Begirt,2,2
begone,Begone,2,2
begot,Begot,2,2
begotten,Begotten,2,2
beguiling,Beguiling,2,2
begun,Begun,2,2
beheld,Beheld,2,2
behindhand,Behindhand,2,2
behold,Behold,2,2
beholden,Beholden,2,2
belabor,Belabor,2,2
belamour,Belamour,2,2
belated,Belated,2,2
beldame,Beldame,2,2
belgian,Belgian,2,2
belgic,Belgic,2,2
believing,Believing,2,2
belladonna,Belladonna,2,2
bellbird,Bellbird,2,2
belled,Belled,2,2
bellflower,Bellflower,2,2
bellied,Bellied,2,2
belling,Belling,2,2
bellwether,Bellwether,2,2
bellycheer,Bellycheer,2,2
belooche beloochee,Belooche Beloochee,2,2
belord,Belord,2,2
beltane,Beltane,2,2
belting,Belting,2,2
bending,Bending,2,2
bene placito,Bene placito,2,2
benedicite,Benedicite,2,2
benedict,Benedict,2,2
benedictine,Benedictine,2,2
benefaction,Benefaction,2,2
beneficed,Beneficed,2,2
bengalese,Bengalese,2,2
benty,Benty,2,2
benumbed,Benumbed,2,2
benzine,Benzine,2,2
bere,Bere,2,2
bereft,Bereft,2,2
berlin,Berlin,2,2
berme,Berme,2,2
bernardine,Bernardine,2,2
bernese,Bernese,2,2
berried,Berried,2,2
berrying,Berrying,2,2
berserker,Berserker,2,2
berthing,Berthing,2,2
besayle,Besayle,2,2
bescatter,Bescatter,2,2
beseech,Beseech,2,2
beseeching,Beseeching,2,2
beseem,Beseem,2,2
besetting,Besetting,2,2
besieging,Besieging,2,2
besmoke,Besmoke,2,2
besnow,Besnow,2,2
besom,Besom,2,2
besort,Besort,2,2
besotted,Besotted,2,2
besought,Besought,2,2
bespatter,Bespatter,2,2
bespit,Bespit,2,2
bespoke,Bespoke,2,2
bespread,Bespread,2,2
besprinkling,Besprinkling,2,2
bestad,Bestad,2,2
bestiality,Bestiality,2,2
bestowment,Bestowment,2,2
bestride,Bestride,2,2
bestrode,Bestrode,2,2
bestrown,Bestrown,2,2
bestuck,Bestuck,2,2
beteem,Beteem,2,2
bethink,Bethink,2,2
bethlehem,Bethlehem,2,2
bethought,Bethought,2,2
betide,Betide,2,2
betimes,Betimes,2,2
betoken,Betoken,2,2
betook,Betook,2,2
betrap,Betrap,2,2
betterment,Betterment,2,2
betterness,Betterness,2,2
betwixt,Betwixt,2,2
bever,Bever,2,2
bevy,Bevy,2,2
bewail,Bewail,2,2
bewailing,Bewailing,2,2
beweep,Beweep,2,2
bewet,Bewet,2,2
bewhore,Bewhore,2,2
bewildered,Bewildered,2,2
bewildering,Bewildering,2,2
bewilderment,Bewilderment,2,2
bewitch,Bewitch,2,2
bewitching,Bewitching,2,2
bewitchment,Bewitchment,2,2
bewonder,Bewonder,2,2
bewray,Bewray,2,2
bezoardic,Bezoardic,2,2
bezzle,Bezzle,2,2
bi-,Bi-,2,2
biauriculate,Biauriculate,2,2
bibliology,Bibliology,2,2
bibliomaniac,Bibliomaniac,2,2
biblist,Biblist,2,2
bibulous,Bibulous,2,2
bicentenary,Bicentenary,2,2
bicuspid,Bicuspid,2,2
bidden,Bidden,2,2
bidding prayer,Bidding prayer,2,2
biddy,Biddy,2,2
bidet,Bidet,2,2
biding,Biding,2,2
bield,Bield,2,2
bier,Bier,2,2
bifarious,Bifarious,2,2
biffin,Biffin,2,2
bifurcate,Bifurcate,2,2
bigg,Bigg,2,2
bigotry,Bigotry,2,2
bilateral,Bilateral,2,2
bilberry,Bilberry,2,2
bilbo,Bilbo,2,2
biliteral,Biliteral,2,2
bill holder,Bill holder,2,2
billboard,Billboard,2,2
billed,Billed,2,2
billing,Billing,2,2
billingsgate,Billingsgate,2,2
billy,Billy,2,2
binary,Binary,2,2
binder,Binder,2,2
binervate,Binervate,2,2
biogeny,Biogeny,2,2
biography,Biography,2,2
bipartient,Bipartient,2,2
bipartite,Bipartite,2,2
biped,Biped,2,2
bipedal,Bipedal,2,2
bird fancier,Bird fancier,2,2
birdbolt,Birdbolt,2,2
birdcall,Birdcall,2,2
birdlime,Birdlime,2,2
birk,Birk,2,2
birken,Birken,2,2
birl,Birl,2,2
biscayan,Biscayan,2,2
bise,Bise,2,2
bisect,Bisect,2,2
biserrate,Biserrate,2,2
bishop's-weed,Bishop's-weed,2,2
bishoply,Bishoply,2,2
bishopric,Bishopric,2,2
bison,Bison,2,2
bissextile,Bissextile,2,2
bisulcate,Bisulcate,2,2
bitangent,Bitangent,2,2
bitch,Bitch,2,2
biter,Biter,2,2
biting,Biting,2,2
bitt,Bitt,2,2
bitumen,Bitumen,2,2
biweekly,Biweekly,2,2
black bass,Black bass,2,2
black monday,Black Monday,2,2
black rod,Black Rod,2,2
blackfoot,Blackfoot,2,2
blackleg,Blackleg,2,2
blackmailing,Blackmailing,2,2
blacksmith,Blacksmith,2,2
blackstrap,Blackstrap,2,2
blacktail,Blacktail,2,2
blackthorn,Blackthorn,2,2
blackwash,Blackwash,2,2
blain,Blain,2,2
blameful,Blameful,2,2
blancher,Blancher,2,2
bland,Bland,2,2
blandish,Blandish,2,2
blankly,Blankly,2,2
blarney,Blarney,2,2
blasphemy,Blasphemy,2,2
blasty,Blasty,2,2
blat,Blat,2,2
blazing,Blazing,2,2
blazonry,Blazonry,2,2
bleach,Bleach,2,2
bleached,Bleached,2,2
bleaching,Bleaching,2,2
blear-eyed,Blear-eyed,2,2
bleared,Bleared,2,2
bleat,Bleat,2,2
bled,Bled,2,2
bleeder,Bleeder,2,2
blencher,Blencher,2,2
blende,Blende,2,2
blennorrhea,Blennorrhea,2,2
blest,Blest,2,2
blew,Blew,2,2
blighting,Blighting,2,2
blin,Blin,2,2
blinder,Blinder,2,2
blindfold,Blindfold,2,2
blinkard,Blinkard,2,2
blissom,Blissom,2,2
bloated,Bloated,2,2
blob,Blob,2,2
blockader,Blockader,2,2
blockhouse,Blockhouse,2,2
blood money,Blood money,2,2
blooded,Blooded,2,2
bloodiness,Bloodiness,2,2
bloodstone,Bloodstone,2,2
bloody hand,Bloody hand,2,2
bloomer,Bloomer,2,2
bloomy,Bloomy,2,2
blotch,Blotch,2,2
blotter,Blotter,2,2
blowpipe,Blowpipe,2,2
blubbered,Blubbered,2,2
blubbering,Blubbering,2,2
blubbery,Blubbery,2,2
blue book,Blue book,2,2
bluebell,Bluebell,2,2
bluebottle,Bluebottle,2,2
bluefish,Bluefish,2,2
bluestocking,Bluestocking,2,2
bluestone,Bluestone,2,2
bluffy,Bluffy,2,2
blunderbuss,Blunderbuss,2,2
blundering,Blundering,2,2
bluntness,Bluntness,2,2
boa,Boa,2,2
boarder,Boarder,2,2
boarfish,Boarfish,2,2
boaster,Boaster,2,2
boasting,Boasting,2,2
boat shell,Boat shell,2,2
boatable,Boatable,2,2
boatbill,Boatbill,2,2
boatman,Boatman,2,2
bobtail,Bobtail,2,2
bocardo,Bocardo,2,2
bodice,Bodice,2,2
bodied,Bodied,2,2
bodiless,Bodiless,2,2
bodyguard,Bodyguard,2,2
boeotian,Boeotian,2,2
bogue,Bogue,2,2
bogus,Bogus,2,2
bohemia,Bohemia,2,2
boiled,Boiled,2,2
bold-faced,Bold-faced,2,2
bolivian,Bolivian,2,2
bollen,Bollen,2,2
boln,Boln,2,2
bologna,Bologna,2,2
bolognese,Bolognese,2,2
bolthead,Bolthead,2,2
bombardier,Bombardier,2,2
bombproof,Bombproof,2,2
bombycinous,Bombycinous,2,2
bonded,Bonded,2,2
bondman,Bondman,2,2
bondsman,Bondsman,2,2
bonneted,Bonneted,2,2
bony,Bony,2,2
boodle,Boodle,2,2
book muslin,Book muslin,2,2
bookful,Bookful,2,2
bookholder,Bookholder,2,2
booking office,Booking office,2,2
bookish,Bookish,2,2
bookmaker,Bookmaker,2,2
bookstand,Bookstand,2,2
bookwork,Bookwork,2,2
bookworm,Bookworm,2,2
boose,Boose,2,2
boost,Boost,2,2
booth,Booth,2,2
boothose,Boothose,2,2
bootikin,Bootikin,2,2
boottopping,Boottopping,2,2
booze,Booze,2,2
bordeaux,Bordeaux,2,2
boredom,Boredom,2,2
borne,Borne,2,2
boscage,Boscage,2,2
bosky,Bosky,2,2
bosomed,Bosomed,2,2
bossage,Bossage,2,2
bossed,Bossed,2,2
bossy,Bossy,2,2
botanize,Botanize,2,2
botany,Botany,2,2
both,Both,2,2
botryose,Botryose,2,2
bottine,Bottine,2,2
bottle-nose,Bottle-nose,2,2
bottleholder,Bottleholder,2,2
bottling,Bottling,2,2
bottomed,Bottomed,2,2
bouch,Bouch,2,2
bough,Bough,2,2
bougie,Bougie,2,2
bouillon,Bouillon,2,2
bouk,Bouk,2,2
boulder,Boulder,2,2
boulevard,Boulevard,2,2
boultin,Boultin,2,2
boun,Boun,2,2
bounding,Bounding,2,2
bountiful,Bountiful,2,2
bouquet,Bouquet,2,2
bourbon,Bourbon,2,2
bourd,Bourd,2,2
bourne,Bourne,2,2
bouse,Bouse,2,2
bout,Bout,2,2
bovine,Bovine,2,2
bow hand,Bow hand,2,2
bow net,Bow net,2,2
bow oar,Bow oar,2,2
boweled,Boweled,2,2
bowge,Bowge,2,2
bowling,Bowling,2,2
bowman,Bowman,2,2
bowwow,Bowwow,2,2
bowyer,Bowyer,2,2
boxer,Boxer,2,2
boy,Boy,2,2
boycott,Boycott,2,2
boyism,Boyism,2,2
brabble,Brabble,2,2
bracelet,Bracelet,2,2
brachial,Brachial,2,2
brachydiagonal,Brachydiagonal,2,2
brack,Brack,2,2
bracketing,Bracketing,2,2
bract,Bract,2,2
braggadocio,Braggadocio,2,2
braggart,Braggart,2,2
brahma,Brahma,2,2
brained,Brained,2,2
brakeman,Brakeman,2,2
bramble,Bramble,2,2
bran,Bran,2,2
brancher,Brancher,2,2
branchiostegal,Branchiostegal,2,2
brander,Brander,2,2
brangle,Brangle,2,2
brangling,Brangling,2,2
branks,Branks,2,2
branlin,Branlin,2,2
brassy,Brassy,2,2
brast,Brast,2,2
brattice,Brattice,2,2
braving,Braving,2,2
bravo,Bravo,2,2
braxy,Braxy,2,2
brayer,Brayer,2,2
braying,Braying,2,2
brazier,Brazier,2,2
brazil wood,Brazil wood,2,2
brazilian,Brazilian,2,2
breadfruit,Breadfruit,2,2
breakage,Breakage,2,2
breasted,Breasted,2,2
breasting,Breasting,2,2
breastwork,Breastwork,2,2
breather,Breather,2,2
bred,Bred,2,2
brede,Brede,2,2
breeches,Breeches,2,2
breeder,Breeder,2,2
breezy,Breezy,2,2
breme,Breme,2,2
bren,Bren,2,2
brethren,Brethren,2,2
breton,Breton,2,2
breviary,Breviary,2,2
breviped,Breviped,2,2
brevity,Brevity,2,2
brewis,Brewis,2,2
briar,Briar,2,2
bribery,Bribery,2,2
bricked,Bricked,2,2
bricking,Bricking,2,2
brickwork,Brickwork,2,2
bridal,Bridal,2,2
bridge-ward,Bridge-ward,2,2
bridgeboard,Bridgeboard,2,2
briefman,Briefman,2,2
briery,Briery,2,2
brig,Brig,2,2
brigand,Brigand,2,2
brightly,Brightly,2,2
brightness,Brightness,2,2
brigue,Brigue,2,2
brimming,Brimming,2,2
brimstone,Brimstone,2,2
brisure,Brisure,2,2
british,British,2,2
briton,Briton,2,2
britt,Britt,2,2
broacher,Broacher,2,2
broadax broadaxe,Broadax Broadaxe,2,2
broadbill,Broadbill,2,2
broadbrim,Broadbrim,2,2
broaden,Broaden,2,2
brobdingnagian,Brobdingnagian,2,2
brocaded,Brocaded,2,2
brocatel,Brocatel,2,2
brock,Brock,2,2
brocket,Brocket,2,2
brog,Brog,2,2
brogue,Brogue,2,2
broken-backed,Broken-backed,2,2
brokenness,Brokenness,2,2
brokerage,Brokerage,2,2
broma,Broma,2,2
bromate,Bromate,2,2
bronchi,Bronchi,2,2
bronzine,Bronzine,2,2
brotherly,Brotherly,2,2
browbeat,Browbeat,2,2
browbeating,Browbeating,2,2
brownism,Brownism,2,2
brownist,Brownist,2,2
browsing,Browsing,2,2
brucite,Brucite,2,2
brunette,Brunette,2,2
brunt,Brunt,2,2
brush wheel,Brush wheel,2,2
brushwood,Brushwood,2,2
brut,Brut,2,2
brutal,Brutal,2,2
brutality,Brutality,2,2
brutalize,Brutalize,2,2
bruteness,Bruteness,2,2
bryozoan,Bryozoan,2,2
bubby,Bubby,2,2
buccaneer,Buccaneer,2,2
bucentaur,Bucentaur,2,2
buckeye,Buckeye,2,2
buckling,Buckling,2,2
buckra,Buckra,2,2
buckwheat,Buckwheat,2,2
bucolic,Bucolic,2,2
buddhist,Buddhist,2,2
buddle,Buddle,2,2
budget,Budget,2,2
buffa,Buffa,2,2
buffle,Buffle,2,2
bufflehead,Bufflehead,2,2
bugger,Bugger,2,2
bugle horn,Bugle horn,2,2
bulkhead,Bulkhead,2,2
bullace,Bullace,2,2
bullary,Bullary,2,2
bumble,Bumble,2,2
bund,Bund,2,2
bungling,Bungling,2,2
bunker,Bunker,2,2
bunny,Bunny,2,2
bunting,Bunting,2,2
bureaucracy,Bureaucracy,2,2
burg,Burg,2,2
burgee,Burgee,2,2
burgher,Burgher,2,2
burghmaster,Burghmaster,2,2
burgomaster,Burgomaster,2,2
burgundy,Burgundy,2,2
burial,Burial,2,2
burin,Burin,2,2
burke,Burke,2,2
burly,Burly,2,2
burman,Burman,2,2
burmese,Burmese,2,2
burner,Burner,2,2
burnisher,Burnisher,2,2
burnous,Burnous,2,2
burnt,Burnt,2,2
bursar,Bursar,2,2
bursary,Bursary,2,2
bursten,Bursten,2,2
bushhammer,Bushhammer,2,2
bushman,Bushman,2,2
bushment,Bushment,2,2
bushwhacker,Bushwhacker,2,2
bushwhacking,Bushwhacking,2,2
bushy,Bushy,2,2
busked,Busked,2,2
busket,Busket,2,2
buskin,Buskin,2,2
buskined,Buskined,2,2
bust,Bust,2,2
bustling,Bustling,2,2
butment,Butment,2,2
butted,Butted,2,2
butternut,Butternut,2,2
buttock,Buttock,2,2
buttonhole,Buttonhole,2,2
buxom,Buxom,2,2
by-blow,By-blow,2,2
by-law,By-law,2,2
bygone,Bygone,2,2
byword,Byword,2,2
cabala,Cabala,2,2
cabalism,Cabalism,2,2
caballine,Caballine,2,2
cablelaid,Cablelaid,2,2
cabling,Cabling,2,2
caboose,Caboose,2,2
cackler,Cackler,2,2
cackling,Cackling,2,2
cacodemon,Cacodemon,2,2
cacoethes,Cacoethes,2,2
cad,Cad,2,2
cadaverous,Cadaverous,2,2
caddis,Caddis,2,2
caecal,Caecal,2,2
caecum,Caecum,2,2
caftan,Caftan,2,2
caged,Caged,2,2
cahier,Cahier,2,2
cairn,Cairn,2,2
calamitous,Calamitous,2,2
calamity,Calamity,2,2
calcarated,Calcarated,2,2
calcified,Calcified,2,2
calcify,Calcify,2,2
calcimine,Calcimine,2,2
calcination,Calcination,2,2
calculary,Calculary,2,2
calculation,Calculation,2,2
calcule,Calcule,2,2
calculous,Calculous,2,2
calculus,Calculus,2,2
caledonian,Caledonian,2,2
calefacient,Calefacient,2,2
calefaction,Calefaction,2,2
calefy,Calefy,2,2
calenture,Calenture,2,2
calicoback,Calicoback,2,2
californian,Californian,2,2
calker,Calker,2,2
calking,Calking,2,2
callet,Callet,2,2
callous,Callous,2,2
caloric,Caloric,2,2
calorimeter,Calorimeter,2,2
caltrap,Caltrap,2,2
calumniate,Calumniate,2,2
calve,Calve,2,2
calyx,Calyx,2,2
calyxes,Calyxes,2,2
camaieu,Camaieu,2,2
camarilla,Camarilla,2,2
cambium,Cambium,2,2
cambric,Cambric,2,2
camel,Camel,2,2
camera obscura,Camera obscura,2,2
camerate,Camerate,2,2
camisado,Camisado,2,2
camisole,Camisole,2,2
campana,Campana,2,2
canadian,Canadian,2,2
canaille,Canaille,2,2
canal,Canal,2,2
cancelier,Cancelier,2,2
cancellate,Cancellate,2,2
cancellated,Cancellated,2,2
cancellation,Cancellation,2,2
cancelli,Cancelli,2,2
cancriform,Cancriform,2,2
cancroid,Cancroid,2,2
candle,Candle,2,2
candlebomb,Candlebomb,2,2
candlefish,Candlefish,2,2
candor,Candor,2,2
caned,Caned,2,2
cankery,Cankery,2,2
canna,Canna,2,2
cannibal,Cannibal,2,2
canoeing,Canoeing,2,2
canonization,Canonization,2,2
cantabile,Cantabile,2,2
cantalever,Cantalever,2,2
cantarro,Cantarro,2,2
canteen,Canteen,2,2
canterbury,Canterbury,2,2
cantharides,Cantharides,2,2
canto,Canto,2,2
canuck,Canuck,2,2
canzone,Canzone,2,2
capability,Capability,2,2
capacious,Capacious,2,2
capel,Capel,2,2
caperberry,Caperberry,2,2
capillaire,Capillaire,2,2
capillament,Capillament,2,2
capillarity,Capillarity,2,2
capitally,Capitally,2,2
capitate,Capitate,2,2
capitation,Capitation,2,2
capitol,Capitol,2,2
capitulum,Capitulum,2,2
caple,Caple,2,2
caplin,Caplin,2,2
capoch,Capoch,2,2
capon,Capon,2,2
capot,Capot,2,2
capricorn,Capricorn,2,2
capsize,Capsize,2,2
captainship,Captainship,2,2
captious,Captious,2,2
captivating,Captivating,2,2
captivity,Captivity,2,2
carabid,Carabid,2,2
caramel,Caramel,2,2
carat,Carat,2,2
caraway,Caraway,2,2
carbonade,Carbonade,2,2
carbonado,Carbonado,2,2
carbonize,Carbonize,2,2
carbuncled,Carbuncled,2,2
carburet,Carburet,2,2
cardamom,Cardamom,2,2
cardia,Cardia,2,2
cardo,Cardo,2,2
careen,Careen,2,2
careenage,Careenage,2,2
caress,Caress,2,2
caret,Caret,2,2
caribbee,Caribbee,2,2
cariccio,Cariccio,2,2
caries,Caries,2,2
carillon,Carillon,2,2
carmagnole,Carmagnole,2,2
carminative,Carminative,2,2
carnage,Carnage,2,2
carnal,Carnal,2,2
carnassial,Carnassial,2,2
carnival,Carnival,2,2
carnosity,Carnosity,2,2
carnous,Carnous,2,2
carob,Carob,2,2
caroline,Caroline,2,2
caroling,Caroling,2,2
carom,Carom,2,2
carotic,Carotic,2,2
carotid,Carotid,2,2
carousing,Carousing,2,2
carpal,Carpal,2,2
carpentry,Carpentry,2,2
carpetmonger,Carpetmonger,2,2
carping,Carping,2,2
carrot,Carrot,2,2
carrying,Carrying,2,2
cartage,Cartage,2,2
carte de visite,Carte de visite,2,2
cartesian,Cartesian,2,2
carthaginian,Carthaginian,2,2
carthusian,Carthusian,2,2
cartilaginous,Cartilaginous,2,2
